word	matchWholeWord	isYoutube	isUsername	isAlert	isBlackList	isExactFiltering
baizer	1	0	0	1	1	0
yolasite	1	0	0	0	1	0
came	1	0	0	1	0	0
sous-vêtement	1	0	0	1	0	0
soutien-gorge	1	0	0	1	0	0
pédo	1	0	0	1	1	0
pédophile	1	0	0	1	1	0
nu	1	0	0	1	0	0
éjacul	0	0	1	1	1	0
t'as une photo	1	0	0	1	0	0
envoie une photo	1	0	0	1	0	0
caméra	1	0	0	1	0	0
tu veux me voir	1	0	0	1	0	0
photo	1	0	0	1	0	0
string	1	0	0	1	0	0
culotte	1	1	1	1	0	0
tu te rases	1	0	0	1	0	0
vierge	1	0	0	1	0	0
vagin	0	0	1	1	1	0
t'habites où	1	0	0	1	0	0
numéro de téléphone	1	0	0	1	0	0
numéro d portable	1	0	0	1	0	0
tu veux venir chez moi	0	0	1	1	1	0
érection	1	0	0	1	1	0
t'es seul chez toi	1	0	0	1	0	0
sms	1	0	0	1	0	0
on peut se voir	1	0	0	1	0	0
t'es comment	1	0	0	1	0	0
tu vas où à l'école	1	0	0	1	0	0
règles	1	0	0	1	0	0
numéro de portable	1	0	0	1	0	0
photobucket	1	0	0	1	0	0
déshabille	1	0	0	1	0	0
enlève ton pantalon	1	0	0	1	0	0
avec la langue	1	0	0	1	0	0
tchat vidéo	1	0	0	1	0	0
t'es en quelle classe	1	0	0	1	0	0
tu peux m'appeler	1	0	0	1	0	0
@hotmail	0	0	1	1	1	0
@live	0	0	1	1	1	0
bisexuel	1	1	1	1	1	0
bouffon	1	0	0	0	1	0
accouplement	1	1	0	0	1	0
ivideochat	1	0	0	1	1	0
anonymous	1	0	1	0	1	0
anonymouse	1	0	1	0	1	0
corps	1	0	0	1	0	0
nue	1	0	0	1	0	0
montre moi	1	0	0	1	0	0
cheat engine	1	0	0	0	1	0
hacker	1	0	1	0	1	0
gynécologue	1	1	1	1	0	0
ginécologue	1	1	1	1	0	0
StripTiz	0	1	1	1	1	0
soutif	0	1	1	1	1	0
boocam	1	0	0	1	1	0
soutifculotte	1	1	1	1	1	0
messenger	1	1	1	1	0	0
avortement	1	1	0	0	1	0
biite	1	1	1	1	1	0
suseuse	1	1	1	0	1	0
code	1	0	0	1	1	1
lesbi	0	1	1	0	1	0
Tampon	1	1	0	1	0	0
giovanna plowman	1	1	1	0	1	1
Elle me dit	1	1	0	1	0	0
call girl	1	1	1	1	1	0
partouze	1	1	1	0	1	0
